,title,abstract,published date,doi
248,Deep Supramolecular Language Processing for Co-crystal Prediction,"Approximately 40% of marketed drugs exhibit suboptimal pharmacokinetic profiles. Co-crystallization, where pairs of molecules form a multicomponent crystal, constitutes a promising strategy to enhance physicochemical properties without compromising the pharmacological activity.  However, finding promising co-crystal pairs is resource-intensive, due to the vast number of possible combinations. We present DeepCocrystal, a novel deep learning approach designed to predict co-crystal formation by processing the 'chemical language' from a supramolecular vantage point. Rigorous validation of DeepCocrystal showed a balanced accuracy of 78% in realistic scenarios, outperforming existing models. By leveraging the properties of molecular string representations, DeepCocrystal can also estimate the uncertainty of its predictions. We harness this capability in a challenging prospective study, and successfully discovered two novel co-crystal of diflunisal, an anti-inflammatory drug. This study underscores the potential of deep learning -- and in particular of chemical language processing -- to accelerate co-crystallization, and ultimately drug development, in both academic and industrial contexts.",2024-06-18T05:12:11.613Z,10.26434/chemrxiv-2024-vgvhk-v2
249,Quantum chemistry based prediction of electron ionization mass spectra for environmental chemicals,"There is a lack of experimental electron ionization high-resolution mass spectra available to assist compound identification. The in silico generation of mass spectra by quantum chemistry can aid annotation workflows, in particular to support the identification of compounds that lack experimental reference spectra, such as environmental chemicals. We present an open-source, semi-automated workflow for the in silico prediction of electron ionization high-resolution mass spectra based on the QCxMS software. The workflow was applied to predict the spectra of 367 environmental chemicals and accuracy evaluated by comparison to experimental reference spectra acquired. The molecular flexibility, number of rotatable bonds and number of electronegative atoms of a compound were negatively correlated with prediction accuracy. Few analytes are predicted to sufficient accuracy for the direct application of predicted spectra in spectral matching workflows. The m/z values of the top 5 most abundant ions of predicted spectra rarely match ions in experimental spectra, evidencing the disconnect between simulated fragmentation pathways and empirical reaction mechanisms.",2024-05-17T09:55:05.986Z,10.26434/chemrxiv-2024-2ngwq-v2
250,Modelling local and general quantum mechanical properties with attention-based pooling,"Atom-centred neural networks represent the state-of-the-art for approximating the quantum chemical properties of molecules, such as internal energies. While the design of machine learning architectures that respect chemical principles has continued to advance, the final atom pooling operation that is necessary to convert from atomic to molecular representations in most models remains relatively undeveloped. The most common choices, sum and average pooling, compute molecular representations that are naturally a good fit for many physical properties, while satisfying properties such as permutation invariance which are desirable from a geometric deep learning perspective. However, there are growing concerns that such simplistic functions might have limited representational power, while also being suboptimal for physical properties that are highly localised or intensive. Based on recent advances in graph representation learning, we investigate the use of a learnable pooling function that leverages an attention mechanism to model interactions between atom representations. The proposed pooling operation is a drop-in replacement requiring no changes to any of the other architectural components. Using SchNet and DimeNet++ as starting models, we demonstrate consistent uplifts in performance compared to sum pooling and a recent physics-aware pooling operation designed specifically for orbital energies, on several datasets, properties, and levels of theory, with up to 85% improvements depending on the specific task.",2023-06-08T12:53:20.772Z,10.26434/chemrxiv-2023-301gj
251,A Modified Electrostatic Complementary Score Function and Its Application Boundary Exploration in Drug Design," In recent years, machine learning (ML) models have been found to quickly predict various molecular properties with accuracy comparable to high level quantum chemistry methods. One such example is the calculation of electrostatic potential (ESP). Different ESP prediction ML models were proposed to generate surface molecular charge distribution. Electrostatic complementarity (EC) can quantitatively apply ESP data to scale the complementarity between a ligand and its binding pocket, leading to the potential to increase efficiency of drug design. However, there is not much research discussing EC score functions and its application boundary. We propose a new EC score function modified from the one originally developed by Bauer and Mackey, and confirmed its effectiveness against the available Pearson’s R correlation coefficient. Additionally, the application boundary of the EC score and two indices used to define the EC score application scope will be discussed. ",2022-06-07T11:06:37.425Z,10.26434/chemrxiv-2022-f72w5
252,Identifying Structure-Property Relationships through SMILES Syntax Analysis With Self-Attention Mechanism,"<p>Recognizing substructures and their relations embedded in a molecular structure representation is a key process for <a></a><a>structure-activity</a> or structure-property relationship (SAR/SPR) studies. A molecular structure can be either explicitly represented as a connection table (CT) or linear notation, such as SMILES, which is a language describing the connectivity of atoms in the molecular structure. Conventional SAR/SPR approaches rely on partitioning the CT into a set of predefined substructures as structural descriptors. In this work, we propose a new method to identifying SAR/SPR through linear notation (for example, SMILES) syntax analysis with self-attention mechanism, an interpretable deep learning architecture. The method has been evaluated by predicting chemical property, toxicology, and bioactivity from experimental data sets. Our results demonstrate that the method yields superior performance comparing with state-of-the-art methods. Moreover, the method can produce chemically interpretable results, which can be used for a chemist to design, and synthesize the activity/property improved compounds.</p>",2018-11-14T14:03:11.000Z,10.26434/chemrxiv.7295903.v2
253,Global interpretability and geometry of graph convolu- tional neural networks for chemistry in terms of chemical moieties,"Graph convolutional neural nets, such as SchNet, [Schütt et al, Journal of Chemical Physics, 2018, 148, 241722], provide accurate predictions of chemical quantities without invoking any direct physical or chemical principles. These methods learn a hidden statistical representation of molecular systems in an end-to-end fashion; from xyz coordinates to molecular properties with many hidden layers in between. This naturally leads to the interpretability question: what underlying chemical model determines the algorithm’s accurate decision-making? To answer this question, we analyze the hidden layer activations of QM9-trained SchNet, also known as “embedding vectors” with dimension- reduction, linear discriminant analysis and Euclidean-distance measures. The result is a quantifiable geometry of the model’s decision making that identifies chemical moieties and has a low parametric space of ∼ 5 important parameters from the fully-trained 128-parameter embedding. The geometry of the embedding space organizes these moieties with sharp linear boundaries that can classify each chemical environment within < 5 × 10−4 error. Euclidean distance between embedding vectors can be used to demonstrate a versatile molecular similarity measure, outperforming other popular hand- crafted representations such as Smooth Overlap of Atomic Positions (SOAP). We also reveal that the embedding vectors can be used to extract observables that are related to chemical environments such as pKa and NMR. The work is in line with the recent push for explainable AI and gives insights into the depth of modern statistical representations of chemistry, such as graph convolutional neural nets, in this rapidly evolving technology.",2023-09-05T12:07:47.864Z,10.26434/chemrxiv-2023-zhlmr
254,SNAr Regioselectivity Predictions: Machine Learning Trigger-ing DFT Reaction Modeling through Statistical Threshold,"Fast and accurate prospective predictions of the regioselectivity can significantly reduce the time and resources spent on unproductive transformations in the pharmaceutical industry. Density functional theory (DFT) reaction modeling through transition state theory (TST) and machine learning (ML) methods have been widely used to predict reaction outcomes such as selectivity. However, TST reaction modeling and ML methods are either time-consuming or data dependent. Herein, we introduce a prototype seamlessly bridging machine learning and TST modeling by triggering the resource-intensive but much less domain sensitive DFT calculation only on less confident ML predictions. The proposed workflow was trained and tested on both Pfizer internal dataset and USPTO public dataset to predict regioselectivity for SNAr reactions. Our method is accurate and fast which achieves 96.3% and 94.7% accuracy predicting the correct major product on Pfizer and USPTO datasets, respectively, in a fraction of conventional TST computing time.",2022-12-16T09:25:50.054Z,10.26434/chemrxiv-2022-504v2
255,MoleGuLAR: Molecule Generation using Reinforcement Learning with Alternating Rewards,"Design of new inhibitors for novel targets is a very important problem especially in the current scenario with the world being plagued by COVID-19. Conventional approaches undertaken to this end, like, high-throughput virtual screening require extensive combing through existing datasets in the hope of finding possible matches. In this study we propose a computational strategy for de novo generation of molecules with high binding affinities to the specified target. A deep generative model is built using a stack augmented recurrent neural network for initially generating drug like molecules and then it is optimized using reinforcement learning to start generating molecules with desirable properties--primarily the binding affinity. The reinforcement learning section of the pipeline is further extended to multi-objective optimization showcasing the model's ability to generate molecules with a wide variety of properties desirable for drug like molecules, like, LogP, Quantitative Estimate of Drug Likeliness etc.. For multi-objective optimization, we have devised a novel strategy in which the property being used to calculate the reward is changed periodically. In comparison to the conventional approach of taking a weighted sum of all rewards, this strategy shows enhanced ability to generate a significantly higher number of molecules with desirable properties.  ",2021-07-27T05:15:50.544Z,10.26434/chemrxiv-2021-cg9p8
256,Assessment of Predicting Frontier Orbital Energies for Small Organic Molecules Using Knowledge-Based and Structural Information,"A systematic comparison is demonstrated for the predictions of frontier orbital energies – HOMO (EH), LUMO (EL), and energy gap (ΔEHL) of the molecules in QM9 dataset, where it contains 120k-plus three-dimensional organic molecule structures determined by first-principle simulations. The target molecular properties (EH, EL, and ΔEHL) are predicted using the linear regression (LR), machine learning (random forest, RF), and continuous-filter convolutional neural network (SchNET) approaches. LR and RF models built upon various knowledge-based descriptors, being derived from SMILES of the molecules, can provide predictivity of the target properties with the mean-absolute-errors (MAEs) at 4-6 times of chemical accuracy (0.043 eV). The best approach – SchNET, using the graph representation derived from molecular Cartesian coordinates, is confirmed to provide MAEs of EH, EL, and ΔEHL at 0.051, 0.041, and 0.076 eV, respectively. With the introduction of bond-step matrix representation with SchNET model, the computational cost of dataset preparation can be substantially reduced, and the corresponding MAEs increases moderately to 2-3 times of chemical accuracy. The chemical interpretation of the important descriptors identified in the LR and RF models appear to align with the chemical knowledge of describing these molecular electronic properties, however, being accompanied with tolerable prediction errors. The combination of bond-step representation and SchNET model can provide an assessable-and-balanced option for the high-throughput screening of organic molecules and the preparation of data science approach. ",2022-02-16T12:12:39.719Z,10.26434/chemrxiv-2022-cn9hw
257,Regio-Selectivity Prediction with a Machine-Learned Reaction Representation and On-the-Fly Quantum Mechanical Descriptors,"<div> 			<div> 				<div> 					<p>We introduce a new method that combines machine-learned reaction representation with selected quantum mechanical descriptors to predict regio-selectivity in general substitution reactions. We construct a reactivity descriptor database based on ab initio calculations of 130k organic molecules, and train a multi-task constrained model to calculate demanded descriptors on-the-fly. </p> 				</div> 			</div> 		</div>",2020-09-03T12:30:35.000Z,10.26434/chemrxiv.12907316.v1
258,Critical Assessment of Artificial Intelligence Methods for Prediction of hERG Channel Inhibition in the ‘Big Data’ Era,"The rise of novel artificial intelligence methods necessitates a comparison of this wave of new approaches with classical machine learning for a typical drug discovery project. Inhibition of the potassium ion channel, whose alpha subunit is encoded by human Ether-à-go-go-Related Gene (hERG), leads to prolonged QT interval of the cardiac action potential and is a significant safety pharmacology target for the development of new medicines. Several computational approaches have been employed to develop prediction models for assessment of hERG liabilities of small molecules including recent work using deep learning methods. Here we perform a comprehensive comparison of prediction models based on classical (random forests and gradient boosting) and modern (deep neural networks and recurrent neural networks) artificial intelligence methods. The training set (~9000 compounds) was compiled by integrating hERG bioactivity data from ChEMBL database with experimental data generated from an in-house, high-throughput thallium flux assay. We utilized different molecular descriptors including the latent descriptors, which are real-valued continuous vectors derived from chemical autoencoders trained on a large chemical space (> 1.5 million compounds). The models were prospectively validated on ~840 in-house compounds screened in the same thallium flux assay. The deep neural networks performed significantly better than the classical methods with the latent descriptors. The recurrent neural networks that operate on SMILES provided highest model sensitivity. The best models were merged into a consensus model that offered superior performance compared to reference models from academic and commercial domains. Further, we shed light on the potential of artificial intelligence methods to exploit the chemistry big data and generate novel chemical representations useful in predictive modeling and tailoring new chemical space.<br />",2020-04-16T05:13:23.000Z,10.26434/chemrxiv.12119040.v1
259,Machine Learning for Accurate Force Calculations in Molecular Dynamics Simulations,"<p>The computationally expensive nature of ab initio molecular dynamics simulations severely limits its ability to simulate large system sizes and long time scales, both of which are necessary to imitate experimental conditions. In this work, we explore an approach to make use of the data obtained using the quantum mechanical density functional theory (DFT) on small systems and use deep learning to subsequently simulate large systems by taking liquid argon as a test case. A suitable vector representation was chosen to represent the surrounding environment of each Ar atom, and a DNetFF machine learning model where, the neural network was trained to predict the difference in resultant forces obtained by DFT and classical force fields was introduced. Molecular dynamics simulations were then performed using forces from the neural network for various system sizes and time scales depending on the properties we calculated. A comparison of properties obtained from the classical force field and the neural network model was presented alongside available experimental data to validate the proposed method.</p>",2020-05-08T14:33:21.000Z,10.26434/chemrxiv.12271289.v1
260,Uni-pKa: An Accurate and Physically Consistent pKa Prediction through Protonation Ensemble Modeling,"Predicting pKa values of small molecules has key applications in drug discovery and molecular simulation.  However, current methods face challenges in rigorously interpreting experimental data and ensuring thermodynamic consistency between successive pKa values.  This study puts forward a protonation ensemble framework to address these limitations by modeling the full space of possible protonation microstates.  Within this framework, we derive rigorous definitions connecting experimental macro-pKas to underlying micro-pKa equilibria.  Under this new framework, we develop Uni-pKa, an accurate and reliable pKa predictor. Uni-pKa first pretrains on over 1 million predicted pKas from ChemBL to learn expressive molecular representations.  It is then finetuned on experimental datasets that enforce consistency with the protonation ensemble definitions.  The high-quality experimental pKa datasets are fitted to this framework by recovering underlying microstates from macro-pKas. Modeling the complete ensemble enables rigorous interpretation of macro-pKa data, and inherently preserves thermodynamic consistency, improving the prediction accuracy of Uni-pKa.  Experiments demonstrate that Uni-pKa achieves state-of-the-art performance, outperforming previous methods. This novel protonation ensemble approach significantly advances machine learning for pKa prediction and molecular property modeling.  Uni-pKa provides a good example of how to combine chemical knowledge and machine learning methods. Users can utilize Uni-pKa for predicting and ranking the protonation states of molecules under various pH conditions via https://app.bohrium.dp.tech/uni-pka.",2023-08-28T08:11:09.256Z,10.26434/chemrxiv-2023-lw5k0
261,MF-PCBA: Multi-fidelity high-throughput screening benchmarks for drug discovery and machine learning,"High-throughput screening (HTS), as one of the key techniques in drug discovery, is frequently used to identify promising drug candidates in a largely automated and cost-effective way. One of the necessary conditions for successful HTS campaigns is a large and diverse compound library, enabling hundreds of thousands of activity measurements per project. Such collections of data hold great promise for computational and experimental drug discovery efforts, especially when leveraged in combination with modern deep learning techniques, and potentially leading to improved drug activity predictions and cheaper and more effective experimental design. However, existing collections of machine learning ready public datasets do not exploit the multiple data modalities present in real-world HTS projects. Thus, the largest fraction of experimental measurements, corresponding to hundreds of thousands of 'noisy' activity values from primary screening, are effectively ignored in the majority of machine learning models of HTS data.  To address these limitations, we introduce MF-PCBA (Multi Fidelity PubChem BioAssay), a curated collection of 60 datasets that includes two data modalities for each dataset, corresponding to primary and confirmatory screening, an aspect that we call multi-fidelity. Multi-fidelity data accurately reflects real-world HTS conventions, and presents a new, challenging task for machine learning: the integration of low and high-fidelity measurements through molecular representation learning, taking into account the orders-of-magnitude difference in size between the primary and confirmatory screens. Here, we detail the steps taken to assemble MF-PCBA, in terms of data acquisition from PubChem and the filtering steps required to curate the raw data. We also provide an evaluation of a recent, deep-learning based method for multi-fidelity integration across the introduced datasets, demonstrating the benefit of leveraging all HTS modalities, and a discussion in terms of the roughness of the molecular activity landscape. In total, MF-PCBA contains over 16.6 million unique molecule-protein interactions. The datasets can be easily assembled by using the source code available at https://github.com/davidbuterez/mf-pcba.",2022-11-14T09:47:07.093Z,10.26434/chemrxiv-2022-cb3tz
262,Explaining molecular properties with natural language,"We present a model-agnostic method that gives natural language explanations of molecular structure property predictions. Machine learning models are now common for molecular property prediction and chemical design. They typically are black boxes -- having no explanation for predictions. We show how to use surrogate models to attribute predictions to chemical descriptors and molecular substructures, independent of the black box model inputs. The method generates explanations consistent with chemical reasoning, like connecting existence of a functional group or molecular polarity. We see in a genuine test like blood brain barrier permeation, our descriptor explanations match biologically observed SARs with mechanistic support. We show these quantitative explanations can be further translated to natural language.",2022-10-03T06:38:30.828Z,10.26434/chemrxiv-2022-v5p6m-v3
263,Machine Learning the Quantum-Chemical Properties of Metal–Organic Frameworks for Accelerated Materials Discovery with a New Electronic Structure Database,"<p>Metal–organic frameworks (MOFs) are a widely investigated class of crystalline solids with tunable structures that make it possible to impart specific chemical functionality tailored for a given application. However, the enormous number of possible MOFs that can be synthesized makes it difficult to determine which materials would be the most promising candidates, especially for applications governed by electronic structure properties that are often computationally demanding to simulate and time-consuming to probe experimentally. Here, we have developed the first publicly available quantum-chemical database for MOFs (the “QMOF database”), which consists of properties derived from density functional theory (DFT) for over 14,000 experimentally synthesized MOFs. Throughout this study, we demonstrate how this new database can be used to identify MOFs with targeted electronic structure properties. As a proof-of-concept, we use the QMOF database to evaluate the performance of several machine learning models for the prediction of DFT-computed band gaps and find that crystal graph convolutional neural networks are capable of achieving superior predictive performance, making it possible to circumvent computationally expensive quantum-chemical calculations. We also show how unsupervised learning methods can aid the discovery of otherwise subtle structure–property relationships using the computational findings in this work. We conclude by highlighting several MOFs with low band gaps, a challenging task given the electronically insulating nature of most MOF structures. The data and predictive models generated in this work, as well as the database of MOF structures, should be highly useful to other researchers interested in the predictive design and discovery of MOFs for the many applications dictated by quantum-chemical phenomena.<br /></p>",2020-10-29T19:00:21.000Z,10.26434/chemrxiv.13147616.v1
264,Kernel Methods for Predicting Yields of Chemical Reactions,"The use of machine learning methods for the prediction of reaction yield is an emerging area. We demonstrate the applicability of support vector regression (SVR) for predicting reaction yields, using combinatorial data. Molecular descriptors used in regression tasks related to chemical reac?tivity have often been based on time-consuming, computationally demanding quantum chemical calculations, usually density functional theory. Structure-based descriptors (molecular fingerprints and molecular graphs) are quicker and easier to calculate, and are applicable to any molecule. In this study, SVR models built on structure-based descriptors were compared to models built on quantum chemical descriptors. The models were evaluated along the dimension of each reaction component in a set of Buchwald-Hartwig amination reactions. The structure-based SVR models out-performed the quantum chemical SVR models, along the dimension of each reaction compo?nent. The applicability of the models was assessed with respect to similarity to training. Prospec?tive predictions of unseen Buchwald-Hartwig reactions are presented for synthetic assessment, to validate the generalisability of the models, with particular interest along the aryl halide dimension.",2021-04-01T12:43:38.000Z,10.26434/chemrxiv.14346920.v1
265,Featurization Strategies for Polymer Sequence or Composition Design by Machine Learning,"The emergence of data-intensive scientific discovery and machine learning has dramatically changed the way in which scientists and engineers approach materials design.  Nevertheless, for designing macromolecules or polymers, one limitation is the lack of appropriate methods or standards for converting systems into chemically informed, machine-readable representations. This featurization process is critical to building predictive  models that can guide polymer discovery.  Although standard molecular featurization techniques have been deployed on homopolymers, such approaches capture neither the multiscale nature nor topological complexity of copolymers, and they have limited application to systems that cannot be characterized by a single repeat unit.  Herein, we present, evaluate, and analyze a series of featurization strategies suitable for copolymer systems. These strategies are systematically examined in diverse prediction tasks sourced from four distinct datasets that enable understanding of how featurization can impact copolymer property prediction. Based on this comparative analysis, we suggest directly encoding polymer size in polymer representations when possible, adopting topological descriptors or convolutional neural networks when the precise polymer sequence is known, and using chemically informed unit representations when developing extrapolative models. These results provide guidance and future directions regarding polymer featurization for copolymer design by machine learning.",2022-02-17T07:19:14.166Z,10.26434/chemrxiv-2021-m74c8-v2
266,Prediction of the chemical context for Buchwald-Hartwig coupling reactions,"We present machine learning models for predicting the chemical context for Buchwald-Hartwig coupling reactions. Using reaction data from in-house electronic lab notebooks, we train two models: one based on single-label data and one based on multi-label data. Both models show excellent top-3 accuracy around 90%, which suggests strong predictivity. There seems to be an advantage of including multi-label data because the multi-label model shows higher accuracy and better sensitivity for the individual contexts than the single-label model. Although the models are performant, we also show that such models need to be re-trained periodically. There is a strong temporal characteristic to the usage of different contexts. Therefore, a model trained on historical data will decrease in usefulness with time as newer and better contexts emerge and replace older ones. We hypothesize that these significant transitions in the context-use will likely affect any model predicting chemical contexts trained on historical data. Consequently, training such models warrants careful planning of what data is used for training and how often the model needs to be re-trained.",2021-10-26T13:47:25.849Z,10.26434/chemrxiv-2021-87hqt
267,In Silico Analysis of the Interaction of Marine-derived Bioactive Compounds with the NLRP3 Inflammasome NACHT Domain,"Cell death plays a homeostatic role in the life of a multicellular organism such as in removing damaged, unwanted, or excess cells, and aiding the normal development of organisms. Pyroptosis is an immunomodulatory form of regulated cell death that is mediated by the pore-forming action of the gasdermin protein family, and has been linked to various diseases including cancer, neurodegeneration, and infection. Targeting pyroptosis therefore could have potential therapeutic benefit, for instance, via the inhibition of its execution. In this regard, marine-derived compounds can offer possible novel structures and scaffolds by which potential pyroptosis inhibitors can be designed. In this study 153 mareine-derived compounds were investigated for their in silico interaction with the NLRP3 inflammasome NACHT domain through molecular docking, ADMET profiling, and key interaction analysis. Docking of the compounds on the target protein based on a previously solved co-crystal structure yielded binding free energy (BFE) values between–10.8 to 82 kcal/mol. Interactions of the top-performing compounds with critical protein residues were predominantly non-covalent in nature and displayed a great degree of similarity to the co-crystalized inhibitor. The top performing compounds also displayed drug-likeness with varying levels of toxicity risks based on ADMET analysis, and (S)-6’-debromohamacanthin was determined to have the most potential having zero Lipinski violations and exhibiting no toxicity risks.",2023-06-14T04:31:47.245Z,10.26434/chemrxiv-2023-wm7js
268,Diff-Shape: A Novel Constrained Diffusion Model for Shape based De Novo Drug Design,"Shape-based virtual screening is a widely utilized method in ligand-based de novo drug design, aiming to identify molecules in chemical libraries that share similar 3D shapes but simultaneously possess novel 2D chemical structures compared to the reference compound. As an emerging technology, generative model is an alternative way to do de novo drug design by directly generating 3D novel structures. However, existing models face challenges in reliably generating valid drug-like molecules under specific conformation constrains. Here, a novel diffusion model constrained with 3D reference shape, Diff-Shape, was proposed to generate structures whose 3D conformations are similar to a given reference shape, thereby avoiding the computational cost of screening large database of 3D conformations. This model utilized a zero-weighted graph control module, taking in various forms of point clouds of reference shape to guide diffusion process of 3D molecular generation. The results show that our model is capable of generating molecules with high shape similarity but still low 2D graph similarity to the query structure and it significantly out-performs existing shape based generative models. Examples were also given to demonstrate that combining with docking software our model can effectively generate structures in structure-based drug design scenario. ",2024-04-30T11:16:00.497Z,10.26434/chemrxiv-2024-km0h1
269,Bidirectional Graphormer for Reactivity Understanding: neural network trained to reaction atom-to-atom mapping task,"This work introduces GraphormerMapper – a new algorithm for reactions atom-to-atom mapping (AAM) based on a distance-aware BERT neural network. In benchmarking studies with IBM RxnMapper, the best AAM algorithm according to our previous study, we demonstrate that our AAM algorithm is superior on our “Golden” benchmarking dataset. The mapper is implemented in Chython [https://github.com/chython/chython] and Chytorch [https://github.com/chython/chytorch, https://github.com/chython/chytorch-rxnmap] Python packages which are freely available for out-the-box use. Chython is a cheminformatics library with a simple interface for processing reaction and molecular data. The key features of Chython are: chemical functional groups standardization, checking atom valence errors, substructure search, and advanced reaction manipulation, for example, generating products from reactants and reaction atom-to-atom mapping. Chytorch provides a PyTorch-like interface for graph-based neural networks developed specifically for chemical tasks.",2022-03-21T13:23:47.026Z,10.26434/chemrxiv-2022-bn5nt
270,Active site sequence representation of human kinases outperforms full sequence for affinity prediction and inhibitor generation: 3D effects in a 1D model,"Recent advances in deep learning have enabled the development of large-scale multimodal models for virtual screening and de novo molecular design. The human kinome with its abundant sequence and inhibitor data presents an attractive opportunity to develop proteochemometric models that exploit the size and internal diversity of this family of targets. Here we challenge a standard practice in sequence-based affinity prediction models: instead of leveraging the full primary structure of proteins, each target is represented by a sequence of 29 residues defining the ATP binding site. In kinase-ligand binding affinity prediction, our results show that the reduced active site sequence representation is not only computationally more efficient but consistently yields significantly higher performance than the full primary structure. This trend persists across different models, datasets, performance metrics and holds true when predicting affinity for both unseen ligands and kinases. Our interpretability analysis further demonstrates that, even without supervision, the full sequence model can learn to focus on the active site residues to a higher extent. We then investigate a de novo molecular design task and find that the active site provides benefits in the computational efficiency, but otherwise, both kinase representations yield similar optimized affinities (for both SMILES and SELFIES-based molecular generators). Our work challenges the assumption that full primary structure is indispensable for modelling human kinases. We hope that these results will inspire additional investigation into hybrid mechanistic-DL modeling approaches to support the identification and optimization of kinase inhibitors’ candidates.",2021-10-29T04:55:14.163Z,10.26434/chemrxiv-2021-np7xj-v4
271,Prediction of the Potential Energy Surface for polyatomic molecule with the Three-dimensional Special Euclidean Equivariant Transformer Network,"The process of fitting potential energy surfaces using machine learning methods typically involves manually constructing feature vectors and transforming molecular graphs into the inputs of networks for the polyatomic molecule structure. In this study, we introduce a novel approach using a three-dimensional special Euclidean equivariant transformer network that can directly learn the potential energy of polyatomic molecules and represent the structure of the molecule in a universal and interpretable way. Our method accurately predicts the potential energy of polyatomic molecules, as determined by coupled cluster theory, for various molecular graphs. Moreover, our framework is interpretable about the molecular physics, as one can extract molecular equivariant positional information regarding the global invariant energy surface. To demonstrate the utility of our approach, we present a detailed description of the training process used to fit the potential energy surfaces of polyatomic molecule CH5, as well as the properties of its resulting potential energy surfaces. ",2024-02-07T12:25:31.599Z,10.26434/chemrxiv-2024-62lrz
272,A Geometric Deep Learning Approach to Predict Binding Conformations of Bioactive Molecules,"Understanding the interactions formed between a ligand and its molecular target is key to guide the optimization of molecules. Different experimental and computational methods have been key to understand better these intermolecular interactions. Herein, we report a method based on geometric deep learning that is capable of predicting the binding conformations of ligands to protein targets. Concretely, the model learns a statistical potential based on distance likelihood which is tailor-made for each ligand-target pair. This potential can be coupled with global optimization algorithms to reproduce experimental binding conformations of ligands. We show that the potential based on distance likelihood described in this paper performs similar or better than well-established scoring functions for docking and screening tasks. Overall, this method represents an example of how artificial intelligence can be used to improve structure-based drug design.",2021-04-20T13:24:27.000Z,10.26434/chemrxiv.14453106.v1
273,Data-Driven Prediction of Formation Mechanisms of Lithium Ethylene Monocarbonate with an Automated Reaction Network,"<div><div><div><p>Interfacial reactions are notoriously difficult to characterize and robust prediction of the chemical evolution and associated functionality of the resulting surface film is one of the grand challenges of materials chemistry. The solid–electrolyte interphase (SEI), critical to the operation of Li-ion batteries (LIB), exemplifies such a surface film and despite decades of work, considerable controversy remains regarding the major components of the SEI as well as their formation mechanisms. In this work, we present pioneering results of a newly developed data-driven reaction network addressing the recent question whether lithium ethylene monocarbonate (LEMC) or lithium ethylene dicarbonate (LEDC) is the major organic component of the LIB SEI. Our data-driven, automated methodology is based on a systematic generation of relevant species using a general fragmentation/recombination procedure which provides the basis for our vast thermodynamic reaction landscape, calculated with density functional theory (DFT). The graph implementation of the reaction landscape is subsequently explored using shortest pathfinding algorithms, identifying reactions to LEMC from EC, Li+ and H2O under the electron chemical potential of Li metal. Confirming the viability of our approach, the reaction network automatically recovers previously-proposed formation mechanisms of LEMC from EC and LEDC through hydrolysis, among which the direct hydrolysis of EC under basic conditions is found to be the most kinetically favorable. We also identify several other new reaction pathways to LEMC, illustrating the complex and competitive landscape of possible electrochemical electrolyte decomposition reactions. For example, we recover a LEMC formation mechanism that generates lithium hydride as a by-product and a radical mechanism through breaking the (CH2)O–C(–O)OLi bond in LEDC, neither of which has been proposed previously. Most importantly, we find that all identified paths, which are also kinetically favorable under the explored conditions, require water as a reactant. This condition severely limits the amount of LEMC that can form, as compared to LEDC, a conclusion that has direct impact on our understanding of SEI formation in Li-ion energy storage systems. Finally, we emphasize that our framework demonstrates robust, automated, data-driven predictions of novel interfacial reaction mechanisms and this framework is generally applicable to other reactive systems.</p></div></div></div>",2021-06-04T04:35:26.000Z,10.26434/chemrxiv.14720844.v1
274,Translating the Molecules: Adapting Neural Machine Translation to Predict IUPAC Names from a Chemical Identifier,"We present a sequence-to-sequence machine learning model for predicting the IUPAC name of a chemical from its standard International Chemical Identifier (InChI). The model uses two stacks of transformers in an encoder-decoder architecture, a setup similar to the neural networks used in state-of-the-art machine translation. Unlike neural machine translation, which usually tokenizes input and output into words or sub-words, our model processes the InChI and predicts the  2 IUPAC name character by character. The model was trained on a dataset of 10 million InChI/IUPAC name pairs freely downloaded from the National Library of Medicine’s online PubChem service. Training took five days on a Tesla K80 GPU, and the model achieved test-set accuracies of 95% (character-level) and 91% (whole name). The model performed particularly well on organics, with the exception of macrocycles. The predictions were less accurate for inorganic compounds, with a character-level accuracy of 71%. This can be explained by inherent limitations in InChI for representing inorganics, as well as low coverage (1.4 %) of the training data.",2021-03-08T07:19:14.000Z,10.26434/chemrxiv.14170472.v1
275,GB-Score: Minimally Designed Machine Learning Scoring Function Based on Distance-weighted Interatomic Contact Features,"In recent years, thanks to advances in computer hardware and dataset availability, data-driven approaches (like machine learning) have become one of the essential parts of the drug design framework to accelerate drug discovery procedures. Constructing a new scoring function, a function that can predict the binding score for a generated protein-ligand pose during docking procedure or a crystal complex, based on machine and deep learning has become an active research area in computer-aided drug design. GB-Score is a state-of-the-art machine learning-based scoring function that utilizes distance-weighted interatomic contact features, PDBbind-v2019 general set, and Gradient Boosting Trees algorithm to the binding affinity prediction. The distance-weighted interatomic contact featurization method used the distance between different ligand and protein atom types for numerical representation of the protein-ligand complex. GB-Score attains Pearson’s correlation 0.862 and RMSE 1.190 on the CASF-2016 benchmark test in the scoring power metric. GB-Score’s codes are freely available on the web at https://github.com/miladrayka/GB_Score.",2022-02-22T06:41:38.280Z,10.26434/chemrxiv-2022-f2tqx
